mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5	0	0	3/4	2	1	1/8	1/8	1		6	42	F#2	2	1
1	1	0	0.5	0	0	3/4	2	1	1/8	1/8	1		6	54	F#3	3	1
1	1	1/2	0.5	1/8	1/8	3/4	2	1	1/8	1/8	1		8	44	G#2	2	2
1	1	1/2	0.5	1/8	1/8	3/4	2	1	1/8	1/8	1		8	56	G#3	3	2
1	1	1	2.0	1/4	1/4	3/4	2	1	1/2	1/2	1		3	45	A2	2	3
1	1	1	2.0	1/4	1/4	3/4	2	1	1/2	1/2	1		3	57	A3	3	3
1	1	2	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		7	61	C#4	4	0
1	1	2	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		6	66	F#4	4	0
1	1	2	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		3	69	A4	4	0
1	1	2	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		7	73	C#5	5	0
2	2	3	0.5	0	0	3/4	2	1	1/8	1/8	1		8	44	G#2	2	5
2	2	3	0.5	0	0	3/4	2	1	1/8	1/8	1		8	56	G#3	3	5
2	2	7/2	0.5	1/8	1/8	3/4	2	1	1/8	1/8	1		6	42	F#2	2	6
2	2	7/2	0.5	1/8	1/8	3/4	2	1	1/8	1/8	1		6	54	F#3	3	6
2	2	4	2.0	1/4	1/4	3/4	2	1	1/2	1/2	1		11	41	E#2	2	7
2	2	4	2.0	1/4	1/4	3/4	2	1	1/2	1/2	1		11	53	E#3	3	7
2	2	5	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		7	61	C#4	4	4
2	2	5	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		8	68	G#4	4	4
2	2	5	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		7	73	C#5	5	4
3	3	6	1.0	0	0	3/4	2	1	1/4	1/4	1		6	42	F#2	2	10
3	3	6	1.0	0	0	3/4	2	1	1/4	1/4	1		6	54	F#3	3	10
3	3	7	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		8	44	G#2	2	11
3	3	7	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		8	56	G#3	3	11
3	3	7	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		7	61	C#4	4	8
3	3	7	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		11	65	E#4	4	8
3	3	7	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		8	68	G#4	4	8
3	3	7	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		7	73	C#5	5	8
3	3	8	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		3	45	A2	2	12
3	3	8	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		3	57	A3	3	12
3	3	8	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		7	61	C#4	4	9
3	3	8	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		6	66	F#4	4	9
3	3	8	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		7	73	C#5	5	9
4	4	9	2.0	0	0	3/4	2	1	1/2	1/2	1		8	44	G#2	2	15
4	4	9	2.0	0	0	3/4	2	1	1/2	1/2	1		8	56	G#3	3	15
