mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6/8	2	1	G.I[I		G	I	I	I	I							M	0	0	0, 4, 1		0	0
2	2	1/4	1/4	6/8	2	1	I+		G	I	I	I+	I	+						+	0	0	0, 4, 8		0	0
2	2	3/8	3/8	6/8	2	1	vi6		G	I	I	vi6	vi		6					m	0	0	0, 4, 3		3	0
2	2	5/8	5/8	6/8	2	1	I		G	I	I	I	I							M	0	0	0, 4, 1		0	0
3	3	0	0	6/8	2	1	ii	viio6	G	I	I	ii	ii							m	0	0	2, -1, 3		2	2
4	4	0	0	6/8	2	1	I		G	I	I	I	I							M	0	0	0, 4, 1		0	0
4	4	1/4	1/4	6/8	2	1	vi6	IV64	G	I	I	vi6	vi		6					m	0	0	0, 4, 3		3	0
4	4	3/8	3/8	6/8	2	1	V		G	I	I	V	V							M	0	0	1, 5, 2		1	1
4	4	5/8	5/8	6/8	2	1	ii6		G	I	I	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
5	5	0	0	6/8	2	1	I		G	I	I	I	I							M	0	0	0, 4, 1		0	0
5	5	5/8	5/8	6/8	2	1	viio6		G	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
6	6	0	0	6/8	2	1	I		G	I	I	I	I							M	0	0	0, 4, 1		0	0
6	6	1/4	1/4	6/8	2	1	I+		G	I	I	I+	I	+						+	0	0	0, 4, 8		0	0
6	6	3/8	3/8	6/8	2	1	vi6		G	I	I	vi6	vi		6					m	0	0	0, 4, 3		3	0
6	6	5/8	5/8	6/8	2	1	I		G	I	I	I	I							M	0	0	0, 4, 1		0	0
7	7	0	0	6/8	2	1	ii		G	I	I	ii	ii							m	0	0	2, -1, 3		2	2
8	8	0	0	6/8	2	1	viio6		G	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
8	8	1/4	1/4	6/8	2	1	ii		G	I	I	ii	ii							m	0	0	2, -1, 3		2	2
8	8	3/8	3/8	6/8	2	1	viio6		G	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
9	9	0	0	6/8	2	1	V7/IV		G	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
9	9	3/8	3/8	6/8	2	1	ii43/IV		G	I	I	ii43/IV	ii		43		IV			mm7	0	0	2, -1, 1, -2		1	2
10	10	0	0	6/8	2	1	V7/IV]		G	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
10	10	3/8	3/8	6/8	2	1	i/iv		G	I		i/iv	i				iv			m	0	0	-1, -4, 0		-1	-1
11	11	0	0	6/8	2	1	bVII[V(64)/bIII		G	I	bVII	V(64)/bIII	V			64	bIII			M	0	0	-2, -3, 1		-2	-2
11	11	3/8	3/8	6/8	2	1	vi6/bIII		G	I	bVII	vi6/bIII	vi		6		bIII			m	0	0	-3, 1, 0		0	-3
11	11	5/8	5/8	6/8	2	1	#iv%43/bIII		G	I	bVII	#iv%43/bIII	#iv	%	43		bIII			%7	0	0	-3, 1, 3, 0		3	-3
12	12	0	0	6/8	2	1	V/bIII		G	I	bVII	V/bIII	V				bIII			M	0	0	-2, 2, -1		-2	-2
12	12	3/8	3/8	6/8	2	1	iv6/ii]		G	I	bVII	iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
13	13	0	0	6/8	2	1	V/ii		G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
13	13	3/8	3/8	6/8	2	1	i/ii		G	I		i/ii	i				ii			m	0	0	2, -1, 3		2	2
13	13	5/8	5/8	6/8	2	1	V7/ii		G	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
