mc	mn	onset	label
1	1	0	.B.ii
1	1	1/4	ii.V7/V
2	2	0	V
3	3	0	i
3	3	1/4	V7/V
4	4	0	V\\
5	5	0	I.I
5	5	1/4	V7/V
6	6	0	V
7	7	0	I
7	7	1/4	V7/V
8	8	0	V\\
9	9	0	I[I
9	9	1/4	V7
10	10	0	I
10	10	1/4	V7
11	11	0	I
11	11	1/4	V7
12	12	0	I
12	12	1/4	V7
13	13	0	I
13	13	1/4	V7
14	14	0	I
14	14	1/4	V7
15	15	0	I
15	15	1/4	V7
16	16	0	I\\
17	17	0	i.i
17	17	1/4	V7
18	18	0	i
18	18	1/4	V7
19	19	0	i
19	19	1/4	V7
20	20	0	i
20	20	1/4	V7
21	21	0	I.I
21	21	1/4	V7
22	22	0	I
22	22	1/4	V7
23	23	0	I
23	23	1/4	V7
24	24	0	I]\\
25	25	0	VI.I6
25	25	1/4	I64(9)
26	26	0	I6
26	26	1/4	I64
27	27	0	I6
27	27	1/4	I64(9)
28	28	0	I6
28	28	1/4	I64
29	29	0	vi.i6
29	29	1/4	i64(9)
30	30	0	i6
30	30	1/4	i64(9)
31	31	0	i6
31	31	1/4	i64(9)
32	32	0	i6
32	32	1/4	i64\\
33	33	0	I.I[I
33	33	1/4	V7
34	34	0	I
34	34	1/4	V7
35	35	0	I
35	35	1/4	V7
36	36	0	I
36	36	1/4	V7
37	37	0	I
37	37	1/4	V7
38	38	0	I
38	38	1/4	V7
39	39	0	I
39	39	1/4	V7
40	40	0	I\\
41	41	0	I
41	41	1/4	V7
42	42	0	I]\\
45	45	0	ii.i
45	45	1/4	V7/V
46	46	0	V
47	47	0	i
47	47	1/4	V7/V
48	48	0	V\\
49	49	0	I.I
49	49	1/4	V7/V
50	50	0	V
51	51	0	I
51	51	1/4	V7/V
52	52	0	V\\
53	53	0	.bVII.I
53	53	1/4	V7/V
54	54	0	V
55	55	0	.bVI.I
55	55	1/4	V7/V
56	56	0	V
57	57	0	I.IV
57	57	1/4	V7
58	58	0	I\\
