mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	f#.i{				f#	i		i	i						{	m	1	1	6, 3, 7		6	6	2	2	0.5	0.25	0.25	0.5
1	1	1/4	1/4	3/4	2	1	i6				f#	i		i6	i		6					m	1	1	3, 7, 6		6	3	0	6	0.0	0.0	2.0	0.0
2	2	0	0	3/4	2	1	V64				f#	i		V64	V		64					M	1	1	8, 7, 11		7	8	2	2	0.5	0.25	0.25	0.5
2	2	1/4	1/4	3/4	2	1	V6				f#	i		V6	V		6					M	1	1	11, 8, 7		7	11	0	5	0.0	0.0	1.75	0.0
3	3	0	0	3/4	2	1	i				f#	i		i	i							m	1	1	6, 3, 7		6	6	0	2	0.0	0.0	0.5	0.0
3	3	1/4	1/4	3/4	2	1	V64				f#	i		V64	V		64					M	1	1	8, 7, 11		7	8	0	6	0.0	0.0	1.5	0.0
3	3	1/2	1/2	3/4	2	1	i6				f#	i		i6	i		6					m	1	1	3, 7, 6		6	3	0	5	0.0	0.0	1.25	0.0
4	4	0	0	3/4	2	1	V64				f#	i		V64	V		64					M	1	1	8, 7, 11		7	8	0	6	0.0	0.0	2.0	0.0
4	4	1/2	1/2	3/4	2	1	V|HC}				f#	i		V	V					HC	}	M	1	1	7, 11, 8		7	7	0	6	0.0	0.0	1.5	0.0
5	5	0	0	3/4	2	1	i{				f#	i		i	i						{	m	1	1	6, 3, 7		6	6	2	2	0.5	0.25	0.25	0.5
5	5	1/4	1/4	3/4	2	1	i6				f#	i		i6	i		6					m	1	1	3, 7, 6		6	3	0	6	0.0	0.0	2.0	0.0
6	6	0	0	3/4	2	1	V64				f#	i		V64	V		64					M	1	1	8, 7, 11		7	8	2	2	0.5	0.25	0.25	0.5
6	6	1/4	1/4	3/4	2	1	V6				f#	i		V6	V		6					M	1	1	11, 8, 7		7	11	0	5	0.0	0.0	1.75	0.0
7	7	0	0	3/4	2	1	V.ii				f#	V		ii	ii							m	1	0	9, 6, 10		9	9	0	2	0.0	0.0	0.5	0.0
7	7	1/4	1/4	3/4	2	1	V(4)				f#	V		V(4)	V			4				M	1	0	8, 7, 9		8	8	0	5	0.0	0.0	1.25	0.0
7	7	1/2	1/2	3/4	2	1	V				f#	V		V	V							M	1	0	8, 12, 9		8	8	0	5	0.0	0.0	1.25	0.0
8	8	0	0	3/4	2	1	I|PAC}				f#	V		I	I					PAC	}	M	1	0	7, 11, 8		7	7	0	8	0.0	0.0	2.0	0.0
9	9	0	0	3/4	2	1	i.i{				f#	i		i	i						{	m	1	1	6, 3, 7		6	6	2	2	0.5	0.25	0.25	0.5
9	9	1/4	1/4	3/4	2	1	i6				f#	i		i6	i		6					m	1	1	3, 7, 6		6	3	0	6	0.0	0.0	2.0	0.0
10	10	0	0	3/4	2	1	V64				f#	i		V64	V		64					M	1	1	8, 7, 11		7	8	2	2	0.5	0.25	0.25	0.5
10	10	1/4	1/4	3/4	2	1	V6				f#	i		V6	V		6					M	1	1	11, 8, 7		7	11	0	5	0.0	0.0	1.75	0.0
11	11	0	0	3/4	2	1	i				f#	i		i	i							m	1	1	6, 3, 7		6	6	0	2	0.0	0.0	0.5	0.0
11	11	1/4	1/4	3/4	2	1	V64				f#	i		V64	V		64					M	1	1	8, 7, 11		7	8	0	6	0.0	0.0	1.5	0.0
11	11	1/2	1/2	3/4	2	1	i6				f#	i		i6	i		6					m	1	1	3, 7, 6		6	3	0	5	0.0	0.0	1.25	0.0
12	12	0	0	3/4	2	1	V64				f#	i		V64	V		64					M	1	1	8, 7, 11		7	8	0	6	0.0	0.0	2.0	0.0
12	12	1/2	1/2	3/4	2	1	V|HC}				f#	i		V	V					HC	}	M	1	1	7, 11, 8		7	7	0	6	0.0	0.0	1.5	0.0
13	13	0	0	3/4	2	1	i{				f#	i		i	i						{	m	1	1	6, 3, 7		6	6	2	2	0.5	0.25	0.25	0.5
13	13	1/4	1/4	3/4	2	1	i6				f#	i		i6	i		6					m	1	1	3, 7, 6		6	3	0	6	0.0	0.0	2.0	0.0
14	14	0	0	3/4	2	1	V64				f#	i		V64	V		64					M	1	1	8, 7, 11		7	8	2	2	0.5	0.25	0.25	0.5
14	14	1/4	1/4	3/4	2	1	V6				f#	i		V6	V		6					M	1	1	11, 8, 7		7	11	0	5	0.0	0.0	1.75	0.0
15	15	0	0	3/4	2	1	V.ii				f#	V		ii	ii							m	1	0	9, 6, 10		9	9	0	2	0.0	0.0	0.5	0.0
15	15	1/4	1/4	3/4	2	1	V(4)				f#	V		V(4)	V			4				M	1	0	8, 7, 9		8	8	0	5	0.0	0.0	1.25	0.0
15	15	1/2	1/2	3/4	2	1	V				f#	V		V	V							M	1	0	8, 12, 9		8	8	0	5	0.0	0.0	1.25	0.0
16	16	0	0	3/4	2	1	I|PAC}				f#	V		I	I					PAC	}	M	1	0	7, 11, 8		7	7	0	8	0.0	0.0	2.0	0.0
17	17	0	0	3/4	2	1	III.I{				f#	III		I	I						{	M	1	0	3, 7, 4		3	3	2	10	0.16666666666666666	0.25	2.5	0.09090909090909091
18	18	0	0	3/4	2	1	V/V				f#	III		V/V	V				V			M	1	0	5, 9, 6		5	5	0	3	0.0	0.0	0.625	0.0
