mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
3	3	9/2	9/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	25						
3	3	19/4	19/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	26						
3	3	5	5	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	27						
3	3	11/2	11/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	28						
3	3	23/4	23/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	29						
4	4	6	6	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	30						
4	4	15/2	15/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	31						
4	4	6	6	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	32						
4	4	13/2	13/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	33						
4	4	27/4	27/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	34						
4	4	7	7	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	35						
5	5	8	8	0.0	0	0	Dynamic	2/4	1	1	0				pp					
5	5	8	8	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	36						
5	5	9	9	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	37						
5	5	8	8	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	38						
5	5	17/2	17/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24	1/16	2/3	39				2		
5	5	26/3	26/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24	1/16	2/3	40				2		
5	5	53/6	53/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24	1/16	2/3	41						
5	5	9	9	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	42						
5	5	19/2	19/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24	1/16	2/3	43				3		
5	5	29/3	29/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24	1/16	2/3	44				3		
5	5	59/6	59/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24	1/16	2/3	45						
5	5	8	8	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	46						
5	5	17/2	17/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	47						
5	5	35/4	35/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	48						
5	5	9	9	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	49						
5	5	19/2	19/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	50						
5	5	39/4	39/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	51						
6	6	10	10	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	52						
6	6	32/3	32/3	0.0	1/6	1/6	Spanner	2/4	1	1	0								0	
6	6	11	11	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	53				4	0	
6	6	45/4	45/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	54				4	0	
6	6	23/2	23/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	55				4	0	
6	6	47/4	47/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	56					0	
6	6	10	10	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	57					0	
6	6	21/2	21/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24	1/16	2/3	58				5	0	
6	6	32/3	32/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24	1/16	2/3	59				5	0	
6	6	65/6	65/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24	1/16	2/3	60					0	
6	6	10	10	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	61						
6	6	21/2	21/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	62						
6	6	43/4	43/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	63						
6	6	11	11	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	64						
7	7	12	12	0.0	0	0	Dynamic	2/4	1	1	0				f					
7	7	12	12	0.0	0	0	Spanner	2/4	1	1	0									
7	7	12	12	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	65				6		
7	7	25/2	25/2	0.0	1/8	1/8	Spanner	2/4	1	1	0							6		0
7	7	25/2	25/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	66				6		0
7	7	13	13	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	67				6		0
7	7	27/2	27/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	68				6		0
7	7	55/4	55/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	69				6		0
7	7	12	12	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	70						
7	7	25/2	25/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	71						
7	7	51/4	51/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	72						
7	7	13	13	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	73						
7	7	27/2	27/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	74						
7	7	55/4	55/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	75						
8	8	14	14	1.5	0	0	Chord	2/4	1	1	3/8	1/4	3/2	76						0
8	8	31/2	31/2	0.0	3/8	3/8	Spanner	2/4	1	1	0									
8	8	14	14	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	77						
8	8	29/2	29/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	78						
9	9	16	16	0.0	0	0	Dynamic	2/4	1	1	0				p					
9	9	16	16	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	79						
9	9	33/2	33/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	80		articMarcatoAbove				
9	9	17	17	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	81						
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	82		articMarcatoAbove				
9	9	16	16	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	83						
9	9	33/2	33/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	84						
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	85						
9	9	17	17	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	86						
9	9	35/2	35/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	87						
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	88						
10	10	18	18	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	89						
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	90		articMarcatoAbove				
10	10	19	19	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	91				7		
10	10	77/4	77/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	92				7		
10	10	39/2	39/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	93				7		
10	10	79/4	79/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	94						
10	10	18	18	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	95						
10	10	37/2	37/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	96						
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	97						
11	11	20	20	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	98				8		
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	99				8		
11	11	21	21	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	100				8		
11	11	43/2	43/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	101				8		
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	102				8		
11	11	20	20	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	103						
11	11	41/2	41/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	104						
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	105						
11	11	21	21	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	106						
11	11	43/2	43/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	107						
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	108						
12	12	22	22	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	109						
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	110						
12	12	22	22	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	111						
12	12	45/2	45/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	112						
12	12	91/4	91/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	113						
12	12	23	23	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	114						
13	13	24	24	0.0	0	0	Dynamic	2/4	1	1	0				pp					
13	13	24	24	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	115						
13	13	25	25	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	116						
13	13	24	24	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	117						
13	13	49/2	49/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24	1/16	2/3	118				9		
13	13	74/3	74/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24	1/16	2/3	119				9		
13	13	149/6	149/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24	1/16	2/3	120						
13	13	25	25	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	121						
13	13	51/2	51/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24	1/16	2/3	122				10		
13	13	77/3	77/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24	1/16	2/3	123				10		
13	13	155/6	155/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24	1/16	2/3	124						
13	13	24	24	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	125						
13	13	49/2	49/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	126						
13	13	99/4	99/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	127						
13	13	25	25	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	128						
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	129						
13	13	103/4	103/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	130						
14	14	26	26	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	131						
14	14	27	27	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	132				11		
14	14	109/4	109/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	133				11		
14	14	55/2	55/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	134				11		
14	14	111/4	111/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	135						
14	14	26	26	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	136						
14	14	53/2	53/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24	1/16	2/3	137				12		
14	14	80/3	80/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24	1/16	2/3	138				12		
14	14	161/6	161/6	0.0	5/24	5/24	Spanner	2/4	1	2	0								1	
14	14	161/6	161/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24	1/16	2/3	139					1	
14	14	26	26	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	140						
14	14	53/2	53/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	141						
14	14	107/4	107/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	142						
14	14	27	27	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	143						
15	15	28	28	0.0	0	0	Dynamic	2/4	1	1	0				f					
15	15	28	28	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	144				13		
15	15	57/2	57/2	0.0	1/8	1/8	Spanner	2/4	1	1	0							13		1
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	145				13		1
15	15	29	29	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	146				13		1
15	15	59/2	59/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	147				13		1
15	15	119/4	119/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	148				13		1
15	15	28	28	0.0	0	0	Spanner	2/4	1	2	0									1
15	15	28	28	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	149						
15	15	57/2	57/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	150						
15	15	115/4	115/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	151						
15	15	29	29	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	152						
15	15	59/2	59/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	153						
15	15	119/4	119/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	154						
16	16	30	30	1.5	0	0	Chord	2/4	1	1	3/8	1/4	3/2	155						1
16	16	63/2	63/2	0.0	3/8	3/8	Spanner	2/4	1	1	0									
16	16	30	30	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	156						
16	16	61/2	61/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	157						
17	17	32	32	0.0	0	0	Dynamic	2/4	1	1	0				p					
17	17	32	32	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	158		articStaccatoAbove				
17	17	129/4	129/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	159		articStaccatoAbove				
17	17	65/2	65/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	160		articStaccatoAbove				
17	17	131/4	131/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	161		articStaccatoAbove				
17	17	33	33	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	162		articStaccatoAbove				
17	17	133/4	133/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	163		articStaccatoAbove				
17	17	67/2	67/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	164				14		
17	17	269/8	269/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	165				14		
17	17	135/4	135/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	166				14		
17	17	271/8	271/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	167						
17	17	32	32	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	168		articStaccatoBelow				
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	169		articStaccatoBelow				
17	17	33	33	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	170		articStaccatoBelow				
18	18	34	34	0.0	0	0	Spanner	2/4	1	1	0								2	
18	18	34	34	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	171		articStaccatoAbove			2	
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	172		articStaccatoAbove			2	
18	18	35	35	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	173		articStaccatoAbove			2	
18	18	71/2	71/2	0.0	3/8	3/8	Spanner	2/4	1	1	0									
18	18	34	34	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	174		articStaccatoBelow				
18	18	137/4	137/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	175		articStaccatoBelow				
18	18	69/2	69/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	176		articStaccatoBelow				
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	177		articStaccatoBelow				
18	18	35	35	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	178		articStaccatoBelow				
18	18	141/4	141/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	179		articStaccatoBelow				
18	18	71/2	71/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	180				15		
18	18	285/8	285/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	181				15		
18	18	143/4	143/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	182				15		
18	18	287/8	287/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	183						
19	19	36	36	0.0	0	0	Dynamic	2/4	1	1	0				f					
19	19	36	36	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	184		articStaccatoAbove				
19	19	145/4	145/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	185		articStaccatoAbove				
19	19	73/2	73/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	186		articStaccatoAbove				
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	187		articStaccatoAbove				
19	19	37	37	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	188		articStaccatoAbove				
19	19	149/4	149/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	189		articStaccatoAbove				
19	19	75/2	75/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	190				16		
19	19	301/8	301/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	191				16		
19	19	151/4	151/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	192				16		
19	19	303/8	303/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	193						
19	19	36	36	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	194		articStaccatoAbove				
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	195		articStaccatoAbove				
19	19	37	37	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	196		articStaccatoAbove				
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	197		articAccentBelow				
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	198		articAccentBelow				
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	199		articAccentBelow				
20	20	38	38	0.0	0	0	Spanner	2/4	2	1	0								3	
20	20	38	38	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	200		articStaccatoAbove			3	
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	201		articStaccatoAbove			3	
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	202		articStaccatoAbove			3	
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	203		articStaccatoAbove			3	
20	20	39	39	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	204		articStaccatoAbove			3	
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	205		articStaccatoAbove			3	
20	20	79/2	79/2	0.0	3/8	3/8	Spanner	2/4	2	1	0									
20	20	79/2	79/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	206				17		
20	20	317/8	317/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	207				17		
20	20	159/4	159/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	208				17		
20	20	319/8	319/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	209						
21	21	40	40	0.0	0	0	Dynamic	2/4	1	1	0				f					
21	21	40	40	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	210		articStaccatoBelow				
21	21	161/4	161/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	211		articStaccatoBelow				
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	212		articStaccatoBelow				
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	213		articStaccatoBelow				
21	21	41	41	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	214		articStaccatoBelow				
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	215		articStaccatoBelow				
21	21	83/2	83/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	216				18		
21	21	333/8	333/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	217				18		
21	21	167/4	167/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	218				18		
21	21	335/8	335/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	219						
21	21	40	40	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	220		articMarcatoAbove				
22	22	42	42	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	221		articMarcatoAbove				
22	22	42	42	0.0	0	0	Spanner	2/4	2	1	0								4	
22	22	42	42	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	222		articStaccatoBelow			4	
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	223		articStaccatoBelow			4	
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	224		articStaccatoBelow			4	
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	225		articStaccatoBelow			4	
22	22	43	43	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	226		articStaccatoBelow			4	
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	227		articStaccatoBelow			4	
22	22	87/2	87/2	0.0	3/8	3/8	Spanner	2/4	2	1	0									
22	22	87/2	87/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	228				19		
22	22	349/8	349/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	229				19		
22	22	175/4	175/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	230				19		
22	22	351/8	351/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	231						
23	23	44	44	0.0	0	0	Spanner	2/4	1	1	0								5	
23	23	44	44	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	232		articStaccatoBelow			5	
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	233		articStaccatoBelow			5	
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	234		articStaccatoBelow			5	
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	235		articStaccatoBelow			5	
23	23	45	45	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	236		articStaccatoBelow			5	
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	237		articStaccatoBelow			5	
23	23	91/2	91/2	0.0	3/8	3/8	Spanner	2/4	1	1	0									
23	23	91/2	91/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	238				20		
23	23	365/8	365/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	239				20		
23	23	183/4	183/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	240				20		
23	23	367/8	367/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	241						
23	23	44	44	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	242		articMarcatoAbove				
24	24	46	46	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	243		articMarcatoAbove				
24	24	46	46	0.0	0	0	Spanner	2/4	2	1	0								6	
24	24	46	46	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	244		articStaccatoBelow			6	
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	245		articStaccatoBelow			6	
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	246		articStaccatoBelow			6	
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	247		articStaccatoBelow			6	
24	24	47	47	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	248		articStaccatoBelow			6	
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	249		articStaccatoBelow			6	
24	24	95/2	95/2	0.0	3/8	3/8	Spanner	2/4	2	1	0									
