mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	253						
23	23	67	67	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	254		articMarcatoAbove				
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	255						
23	23	68	68	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	256		articMarcatoAbove				
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	257						
24	24	69	69	0.0	0	0	Dynamic	3/4	1	1	0					ff					
24	24	69	69	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	258						
24	24	279/4	279/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	259						
24	24	70	70	0.0	1/4	1/4	StaffText	3/4	1	1	0							ten.			
24	24	70	70	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	260						
24	24	69	69	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	261						
24	24	139/2	139/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	262						
24	24	141/2	141/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	263						
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	264						
25	25	72	72	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	265						
25	25	291/4	291/4	0.0	3/16	3/16	StaffText	3/4	1	1	0							dimin.			
25	25	291/4	291/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	266						
25	25	73	73	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	267						
25	25	72	72	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	268						
25	25	145/2	145/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	269						
25	25	147/2	147/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	270						
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	271						
26	26	75	75	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	272						
26	26	303/4	303/4	0.0	3/16	3/16	Spanner	3/4	1	1	0									6	
26	26	303/4	303/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	273					6	
26	26	76	76	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	274					6	
26	26	77	77	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	275					6	
26	26	311/4	311/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	276					6	
26	26	75	75	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	277						
26	26	151/2	151/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	278						
26	26	153/2	153/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	279						
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	280						
27	27	78	78	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	281					6	
27	27	79	79	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	282					6	
27	27	319/4	319/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	283					6	
27	27	80	80	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p					
27	27	80	80	0.0	1/2	1/2	Spanner	3/4	1	1	0										
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	284				28		
27	27	78	78	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	285						
28	28	81	81	0.0	0	0	StaffText	3/4	1	1	0							ritard.	28		
28	28	81	81	0.0	0	0	Spanner	3/4	1	1	0								28	7	
28	28	81	81	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	286				28	7	
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	287				28	7	
28	28	82	82	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	288				28	7	
28	28	657/8	657/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	289				28	7	
28	28	329/4	329/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	290				28	7	
28	28	659/8	659/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	291				28	7	
28	28	165/2	165/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	292				28	7	
28	28	661/8	661/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	293				28	7	
28	28	331/4	331/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	294				28	7	
28	28	663/8	663/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	295				28	7	
28	28	83	83	0.0	1/2	1/2	Dynamic	3/4	1	1	0					pp					
28	28	83	83	0.0	1/2	1/2	Spanner	3/4	1	1	0										
28	28	83	83	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	296						
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	297						
29	29	84	84	0.0	0	0	Dynamic	3/4	1	1	0					p					
29	29	84	84	0.0	0	0	StaffText	3/4	1	1	0							in tempo			
29	29	84	84	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	298				29		
29	29	85	85	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	299				29		
29	29	171/2	171/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	300				29		
29	29	343/4	343/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	301				29		
29	29	86	86	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	302				29		
29	29	173/2	173/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	303				29		
29	29	347/4	347/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	304				29		
29	29	169/2	169/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	305						
29	29	171/2	171/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	306						
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	307						
29	29	84	84	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	308						
29	29	85	85	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	309		articAccentBelow		30		
29	29	86	86	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	310						
30	30	87	87	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	311						
30	30	351/4	351/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	312		articStaccatoAbove				
30	30	88	88	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	313		articAccentAbove				
30	30	175/2	175/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	314						
30	30	177/2	177/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	315						
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	316						
30	30	87	87	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	317						
30	30	88	88	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	318		articAccentBelow		31		
30	30	89	89	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	319						
31	31	90	90	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	320				32		
31	31	91	91	0.0	1/4	1/4	Spanner	3/4	1	1	0								32		8
31	31	91	91	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	321				32		8
31	31	183/2	183/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	322				32		8
31	31	367/4	367/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	323				32		8
31	31	92	92	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	324				32		8
31	31	185/2	185/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	325				32		8
31	31	371/4	371/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	326				32		8
31	31	181/2	181/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	327						
31	31	183/2	183/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	328						
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	329						
31	31	90	90	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	330						
31	31	91	91	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	331		articAccentBelow		33		
31	31	92	92	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	332						
32	32	93	93	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	333						8
32	32	375/4	375/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	334		articStaccatoAbove				8
32	32	94	94	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	335		articAccentAbove				8
32	32	187/2	187/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	336						
32	32	189/2	189/2	0.0	3/8	3/8	Spanner	3/4	2	1	0										9
32	32	189/2	189/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	337						9
32	32	191/2	191/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	338						9
32	32	93	93	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	339						9
32	32	94	94	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	340		articAccentBelow		34		9
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	341						9
33	33	96	96	0.0	0	0	Dynamic	3/4	1	1	0					f					
33	33	96	96	0.0	0	0	Spanner	3/4	1	1	0										
33	33	96	96	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	342				35		
33	33	97	97	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	343				35		
33	33	98	98	0.0	1/2	1/2	Spanner	3/4	1	1	0								35	8	
33	33	98	98	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	344				35	8	
33	33	197/2	197/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	345				35	8	
33	33	789/8	789/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	346				35	8	
33	33	395/4	395/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	347				35	8	
33	33	791/8	791/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	348				35	8	
33	33	96	96	0.0	0	0	Spanner	3/4	2	1	0										
33	33	193/2	193/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	349						
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	350						
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	351						
33	33	96	96	0.0	0	0	Dynamic	3/4	2	2	0					fz					
33	33	96	96	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	352				36		
33	33	98	98	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	353				36		
34	34	99	99	0.0	0	0	Spanner	3/4	1	1	0								35		
34	34	99	99	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	354				35		
34	34	100	100	0.0	1/4	1/4	Spanner	3/4	1	1	0								35	9	
34	34	100	100	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	355				35	9	
34	34	101	101	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	356					9	
34	34	199/2	199/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	357						
34	34	201/2	201/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	358						
34	34	203/2	203/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	359						
34	34	99	99	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	360				36		
34	34	100	100	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	361				36		
34	34	101	101	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	362						
35	35	102	102	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	363				37	9	
35	35	103	103	0.0	1/4	1/4	Spanner	3/4	1	1	0								37		
35	35	103	103	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	364				37		
35	35	104	104	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	365						
35	35	419/4	419/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	366				38		
35	35	102	102	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	367						
35	35	205/2	205/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	368						
35	35	207/2	207/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	369						
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	370						
36	36	105	105	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	371						
36	36	107	107	0.0	1/2	1/2	StaffText	3/4	1	1	0							dimin.			
36	36	107	107	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	372				39		
36	36	215/2	215/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	373				39		
36	36	431/4	431/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	374				39		
36	36	105	105	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	375						
36	36	211/2	211/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	376						
36	36	213/2	213/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	377						
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	378						
37	37	108	108	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	379						
37	37	110	110	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	380				40		
37	37	221/2	221/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	381				40		
37	37	443/4	443/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	382				40		
37	37	108	108	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	383						
37	37	217/2	217/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	384						
37	37	219/2	219/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	385						
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	386						
38	38	111	111	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	387				40		
38	38	225/2	225/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	388				40		
38	38	227/2	227/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	389				40		
38	38	909/8	909/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	390				40		
38	38	455/4	455/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	391				40		
38	38	911/8	911/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	392				40		
38	38	111	111	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	393						
38	38	223/2	223/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	394						
38	38	225/2	225/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	395						
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	396						
39	39	114	114	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	397						
39	39	115	115	0.0	1/4	1/4	Dynamic	3/4	1	2	0					pp					
39	39	115	115	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	398				41		
39	39	116	116	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	399				41		
39	39	229/2	229/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	400						
39	39	231/2	231/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	401						
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	402						
39	39	114	114	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	403						
39	39	115	115	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	404				42		
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	405						
40	40	117	117	0.0	0	0	StaffText	3/4	1	1	0							morendo			
40	40	117	117	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	406				43		
40	40	118	118	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	407				43		
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	408						
40	40	117	117	0.75	0	0	Chord	3/4	1	2	3/16		1/8	3/2	409						
40	40	471/4	471/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	410						
40	40	118	118	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	411						
40	40	235/2	235/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	412						
40	40	237/2	237/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	413						
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	414						
40	40	117	117	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	415						
40	40	118	118	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	416				44		
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	417						
41	41	120	120	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	418						
41	41	483/4	483/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	419						
41	41	121	121	0.0	1/4	1/4	Spanner	3/4	1	1	0									10	
41	41	121	121	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	420					10	
41	41	121	121	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	421					10	
41	41	122	122	0.0	1/2	1/2	Spanner	3/4	1	2	0									10	10
41	41	122	122	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	422				45	10	10
41	41	489/4	489/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	423				45	10	10
41	41	245/2	245/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	424				45	10	10
41	41	491/4	491/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	425					10	10
41	41	241/2	241/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	426						
41	41	243/2	243/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	427						
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	428						
41	41	120	120	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	429						
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	430				46		
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	431						
42	42	123	123	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	432					10	
42	42	124	124	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	433					10	
42	42	125	125	0.0	1/2	1/2	Spanner	3/4	1	1	0									10	11
42	42	125	125	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	434				47	10	11
42	42	501/4	501/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	435				47	10	11
42	42	251/2	251/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	436				47	10	11
42	42	503/4	503/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	437					10	11
42	42	123	123	0.0	0	0	Spanner	3/4	1	2	0									10	11
42	42	123	123	0.75	0	0	Chord	3/4	1	2	3/16		1/8	3/2	438					10	11
42	42	495/4	495/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	439					10	11
42	42	124	124	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	440					10	11
42	42	247/2	247/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	441						
42	42	249/2	249/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	442						
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	443						
42	42	123	123	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	444						
42	42	124	124	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	445				48		
42	42	125	125	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	446						
43	43	126	126	0.0	0	0	Spanner	3/4	1	1	0										
43	43	126	126	0.0	0	0	Spanner	3/4	1	1	0										
43	43	126	126	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	447						
43	43	507/4	507/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	448						
43	43	127	127	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	449						
43	43	128	128	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	450						
43	43	515/4	515/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	451						
43	43	511/4	511/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	452						
43	43	128	128	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	453						
43	43	253/2	253/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	454				49		
43	43	127	127	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	455				49		
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	456				49		
43	43	128	128	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	457				49		
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	458						
43	43	126	126	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	459						
44	44	129	129	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	460						
44	44	130	130	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	461						
44	44	523/4	523/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	462						
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	463						
44	44	129	129	0.75	0	0	Chord	3/4	1	2	3/16		1/8	3/2	464						
44	44	519/4	519/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	465						
44	44	130	130	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	466						
44	44	129	129	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	467				50		
44	44	259/2	259/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	468				50		
44	44	130	130	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	469						
