mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
1	1	5/2	5/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	15				0		
1	1	11/4	11/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	16						
2	2	3	3	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	17		articStaccatoAbove				
2	2	4	4	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	18		articStaccatoAbove				
2	2	9/2	9/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	19		articStaccatoAbove				
2	2	5	5	0.0	1/2	1/2	Dynamic	6/8	1	1	0				sfz					
2	2	5	5	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	20		articMarcatoAbove				
2	2	11/2	11/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	21		articStaccatoAbove				
2	2	3	3	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	22				1		
2	2	13/4	13/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	23				1		
2	2	7/2	7/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	24				1		
2	2	15/4	15/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	25				1		
2	2	4	4	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	26				1		
2	2	17/4	17/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	27				1		
2	2	9/2	9/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	28				1		
2	2	19/4	19/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	29				1		
2	2	5	5	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	30				1		
2	2	21/4	21/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	31				1		
2	2	11/2	11/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	32				1		
2	2	23/4	23/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	33						
3	3	6	6	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	34		articStaccatoAbove				
3	3	7	7	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	35		articStaccatoAbove				
3	3	15/2	15/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	36		articStaccatoAbove				
3	3	8	8	0.0	1/2	1/2	Dynamic	6/8	1	1	0				sfz					
3	3	8	8	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	37		articMarcatoAbove				
3	3	17/2	17/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	38		articStaccatoAbove				
3	3	6	6	0.0	0	0	StaffText	6/8	2	1	0						legato sempre			
3	3	6	6	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	39						
3	3	25/4	25/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	40						
3	3	13/2	13/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	41						
3	3	27/4	27/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	42						
3	3	7	7	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	43						
3	3	29/4	29/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	44						
3	3	15/2	15/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	45						
3	3	31/4	31/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	46						
3	3	8	8	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	47						
3	3	33/4	33/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	48						
3	3	17/2	17/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	49						
3	3	35/4	35/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	50						
4	4	9	9	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	51		articStaccatoAbove				
4	4	10	10	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	52		articStaccatoAbove				
4	4	21/2	21/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	53		articStaccatoAbove				
4	4	11	11	0.0	1/2	1/2	Dynamic	6/8	1	1	0				sfz					
4	4	11	11	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	54		articMarcatoAbove				
4	4	23/2	23/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	55		articStaccatoAbove				
4	4	9	9	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	56						
4	4	37/4	37/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	57						
4	4	19/2	19/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	58						
4	4	39/4	39/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	59						
4	4	10	10	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	60						
4	4	41/4	41/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	61						
4	4	21/2	21/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	62						
4	4	43/4	43/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	63						
4	4	11	11	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	64						
4	4	45/4	45/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	65						
4	4	23/2	23/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	66						
4	4	47/4	47/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	67						
5	5	12	12	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	68		articStaccatoBelow				
5	5	13	13	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	69		articStaccatoBelow				
5	5	27/2	27/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	70		articStaccatoAbove				
5	5	14	14	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	71		articAccentAbove				
5	5	29/2	29/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	72		articStaccatoAbove				
5	5	12	12	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	73						
5	5	49/4	49/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	74						
5	5	25/2	25/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	75						
5	5	51/4	51/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	76						
5	5	13	13	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	77						
5	5	53/4	53/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	78						
5	5	27/2	27/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	79						
5	5	55/4	55/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	80						
5	5	14	14	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	81						
5	5	57/4	57/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	82						
5	5	29/2	29/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	83						
5	5	59/4	59/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	84						
6	6	15	15	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	85		articStaccatoBelow				
6	6	31/2	31/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	86		articAccentBelow				
6	6	16	16	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	87		articStaccatoBelow				
6	6	33/2	33/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	88		articStaccatoBelow				
6	6	15	15	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	89						
6	6	61/4	61/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	90						
6	6	31/2	31/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	91						
6	6	63/4	63/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	92						
6	6	16	16	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	93						
6	6	65/4	65/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	94						
6	6	33/2	33/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	95				2		
6	6	67/4	67/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	96				2		
6	6	17	17	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	97				2		
6	6	69/4	69/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	98				2		
6	6	35/2	35/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	99						
7	7	18	18	0.0	0	0	Dynamic	6/8	1	1	0				pp					
7	7	18	18	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	100		articStaccatoBelow				
7	7	19	19	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	101		articStaccatoBelow				
7	7	39/2	39/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	102		articStaccatoBelow				
7	7	20	20	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	103		articAccentBelow				
7	7	41/2	41/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	104		articStaccatoBelow				
7	7	18	18	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	105				3		
7	7	73/4	73/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	106				3		
7	7	37/2	37/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	107				3		
7	7	75/4	75/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	108				3		
7	7	19	19	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	109				3		
7	7	77/4	77/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	110				3		
7	7	39/2	39/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	111				3		
7	7	79/4	79/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	112				3		
7	7	20	20	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	113				3		
7	7	81/4	81/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	114				3		
7	7	41/2	41/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	115				3		
7	7	83/4	83/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	116						
8	8	21	21	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	117		articStaccatoBelow				
8	8	22	22	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	118		articStaccatoBelow				
8	8	45/2	45/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	119		articStaccatoBelow				
8	8	23	23	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	120		articAccentBelow				
8	8	47/2	47/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	121		articStaccatoBelow				
8	8	21	21	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	122				4		
8	8	85/4	85/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	123				4		
8	8	43/2	43/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	124				4		
8	8	87/4	87/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	125				4		
8	8	22	22	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	126				4		
8	8	89/4	89/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	127				4		
8	8	45/2	45/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	128				4		
8	8	91/4	91/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	129				4		
8	8	23	23	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	130				4		
8	8	93/4	93/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	131				4		
8	8	47/2	47/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	132				4		
8	8	95/4	95/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	133						
9	9	24	24	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	134		articStaccatoBelow				
9	9	25	25	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	135		articStaccatoBelow				
9	9	51/2	51/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	136		articStaccatoBelow				
9	9	26	26	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	137		articAccentBelow				
9	9	53/2	53/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	138		articStaccatoBelow				
9	9	24	24	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	139				5		
9	9	97/4	97/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	140				5		
9	9	49/2	49/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	141				5		
9	9	99/4	99/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	142				5		
9	9	25	25	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	143				5		
9	9	101/4	101/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	144				5		
9	9	51/2	51/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	145				5		
9	9	103/4	103/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	146				5		
9	9	26	26	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	147				5		
9	9	105/4	105/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	148				5		
9	9	53/2	53/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	149				5		
9	9	107/4	107/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	150						
10	10	27	27	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	151		articStaccatoBelow				
10	10	28	28	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	152		articStaccatoBelow				
10	10	57/2	57/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	153		articStaccatoBelow				
10	10	29	29	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	154		articAccentBelow				
10	10	59/2	59/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	155		articStaccatoBelow				
10	10	27	27	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	156				6		
10	10	109/4	109/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	157				6		
10	10	55/2	55/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	158				6		
10	10	111/4	111/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	159				6		
10	10	28	28	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	160				6		
10	10	113/4	113/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	161				6		
10	10	57/2	57/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	162				6		
10	10	115/4	115/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	163				6		
10	10	29	29	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	164				6		
10	10	117/4	117/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	165				6		
10	10	59/2	59/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	166				6		
10	10	119/4	119/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	167						
11	11	30	30	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	168		articAccentAbove				
11	11	31	31	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	169		articStaccatoAbove				
11	11	63/2	63/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	170		articStaccatoAbove				
11	11	32	32	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	171		articAccentAbove				
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	172		articStaccatoAbove				
11	11	30	30	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	173				7		
11	11	121/4	121/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	174				7		
11	11	61/2	61/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	175				7		
11	11	123/4	123/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	176				7		
11	11	31	31	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	177				7		
11	11	125/4	125/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	178				7		
11	11	63/2	63/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	179				7		
11	11	127/4	127/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	180				7		
11	11	32	32	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	181				7		
11	11	129/4	129/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	182				7		
11	11	65/2	65/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	183				7		
11	11	131/4	131/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	184						
12	12	33	33	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	185		articStaccatoAbove				
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	186		articAccentAbove				
12	12	34	34	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	187		articStaccatoAbove				
12	12	69/2	69/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	188		articStaccatoAbove				
12	12	33	33	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	189				8		
12	12	133/4	133/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	190				8		
12	12	67/2	67/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	191				8		
12	12	135/4	135/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	192				8		
12	12	34	34	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	193				8		
12	12	137/4	137/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	194				8		
12	12	69/2	69/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	195				8		
12	12	139/4	139/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	196				8		
12	12	35	35	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	197				8		
12	12	141/4	141/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	198				8		
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	199						
13	13	36	36	0.0	0	0	Dynamic	6/8	1	1	0				f					
13	13	36	36	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	200		articMarcatoAbove				
13	13	37	37	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	201		articStaccatoBelow				
13	13	75/2	75/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	202		articStaccatoBelow				
13	13	38	38	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	203		articStaccatoBelow				
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	204		articStaccatoBelow				
13	13	36	36	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	205		articMarcatoAbove				
13	13	37	37	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	206		articStaccatoAbove				
13	13	75/2	75/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	207		articStaccatoAbove				
13	13	38	38	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	208		articStaccatoAbove				
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	209		articStaccatoAbove				
14	14	39	39	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	210		articAccentBelow				
14	14	40	40	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	211		articStaccatoBelow				
14	14	81/2	81/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	212		articStaccatoAbove				
14	14	41	41	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	213		articStaccatoAbove				
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	214		articStaccatoAbove				
14	14	39	39	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	215		articAccentAbove				
14	14	40	40	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	216		articStaccatoAbove				
14	14	81/2	81/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	217		articStaccatoAbove				
14	14	41	41	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	218		articStaccatoAbove				
14	14	83/2	83/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	219		articStaccatoAbove				
15	15	42	42	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	220		articAccentAbove				
15	15	43	43	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	221		articStaccatoAbove				
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	222		articStaccatoAbove				
15	15	44	44	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	223		articStaccatoAbove				
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	224		articStaccatoAbove				
15	15	42	42	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	225		articAccentAbove				
15	15	43	43	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	226		articStaccatoAbove				
15	15	87/2	87/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	227		articStaccatoAbove				
15	15	44	44	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	228		articStaccatoAbove				
15	15	89/2	89/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	229		articStaccatoAbove				
16	16	45	45	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	230		articAccentBelow				
16	16	46	46	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	231		articStaccatoBelow				
16	16	93/2	93/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	232		articStaccatoBelow				
16	16	47	47	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	233		articStaccatoBelow				
16	16	95/2	95/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	234		articStaccatoBelow				
16	16	45	45	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	235		articAccentAbove				
16	16	46	46	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	236		articStaccatoAbove				
16	16	93/2	93/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	237		articStaccatoBelow				
16	16	47	47	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	238		articStaccatoBelow				
16	16	95/2	95/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	239		articStaccatoBelow				
17	17	48	48	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	240		articAccentAbove				
17	17	49	49	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	241		articStaccatoAbove				
17	17	99/2	99/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	242		articStaccatoAbove				
17	17	50	50	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	243		articStaccatoAbove				
17	17	101/2	101/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	244		articStaccatoAbove				
17	17	48	48	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	245		articAccentBelow				
17	17	49	49	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	246		articStaccatoBelow				
17	17	99/2	99/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	247		articStaccatoBelow				
17	17	50	50	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	248		articStaccatoBelow				
17	17	101/2	101/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	249		articStaccatoBelow				
18	18	51	51	0.0	0	0	Spanner	6/8	1	1	0									0
18	18	51	51	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	250						0
18	18	52	52	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	251						0
18	18	105/2	105/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	252						0
18	18	107/2	107/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	253						0
18	18	51	51	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	254						
18	18	52	52	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	255						
18	18	105/2	105/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	256						
18	18	107/2	107/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	257						
19	19	54	54	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	258						0
