mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur	decrescendo_hairpin	crescendo_hairpin
1	1	0	0	0.0	0	0	Dynamic	4/4	1	1	0				p						
1	1	0	0	0.0	0	0	StaffText	4/4	1	1	0						Andantino				
1	1	0	0	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	0					0		
1	1	1/2	1/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1					0		
1	1	1	1	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	2					0		
1	1	3/2	3/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	3					0		
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	4					0		
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	5					0		
1	1	1/2	1/2	1.5	1/8	1/8	Chord	4/4	1	2	3/8	1/4	3/2	6							
1	1	2	2	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	7							
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	8							
1	1	3	3	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	9							
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	10							
1	1	0	0	1.0	0	0	Chord	4/4	1	3	1/4	1/4	1	11							
1	1	0	0	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	12							
1	1	1	1	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	13							
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	14							
1	1	0	0	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	15					1		
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	16					1		
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	17					1		
1	1	3	3	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	18					1		
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	19							
2	2	4	4	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	20					2		
2	2	9/2	9/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	21					2		
2	2	5	5	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	22					2		
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	23					2		
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	24					2		
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	25					2		
2	2	9/2	9/2	1.5	1/8	1/8	Chord	4/4	1	2	3/8	1/4	3/2	26							
2	2	6	6	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	27							
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	28							
2	2	7	7	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	29							
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	30							
2	2	4	4	1.0	0	0	Chord	4/4	1	3	1/4	1/4	1	31							
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	32							
2	2	5	5	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	33							
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	34							
2	2	4	4	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	35					3		
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	36					3		
2	2	7	7	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	37					3		
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	38							
3	3	8	8	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	39							
3	3	17/2	17/2	0.0	1/8	1/8	Spanner	4/4	1	1	0										0
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	40					4		0
3	3	9	9	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	41					4		0
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	42					4		0
3	3	10	10	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	43					4		0
3	3	21/2	21/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0				f				4		
3	3	21/2	21/2	0.0	5/8	5/8	Spanner	4/4	1	1	0								4		
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	44					4		
3	3	11	11	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	45					4		
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	46					4		
3	3	17/2	17/2	1.5	1/8	1/8	Chord	4/4	1	2	3/8	1/4	3/2	47							
3	3	10	10	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	48							
3	3	21/2	21/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	49							
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	50							
3	3	8	8	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	51							
3	3	9	9	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	52							
3	3	21/2	21/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	53					5		
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	54					5		
3	3	8	8	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	55							
3	3	9	9	1.5	1/4	1/4	Chord	4/4	2	2	3/8	1/4	3/2	56							
4	4	12	12	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	57					4		
4	4	25/2	25/2	0.0	1/8	1/8	Spanner	4/4	1	1	0								4	0	
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	58					4	0	
4	4	13	13	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	59					4	0	
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	60					4	0	
4	4	14	14	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	61					4	0	
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	62					4	0	
4	4	15	15	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	63					4	0	
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	64					4	0	
4	4	12	12	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	65						0	
4	4	25/2	25/2	1.5	1/8	1/8	Chord	4/4	1	2	3/8	1/4	3/2	66						0	
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	67						0	
4	4	15	15	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	68						0	
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	69						0	
4	4	12	12	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	70					5		
4	4	25/2	25/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	71					5		
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	72					5		
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	73					5		
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	74					5		
5	5	16	16	0.0	0	0	Dynamic	4/4	1	1	0				pp				4		
5	5	16	16	0.0	0	0	Spanner	4/4	1	1	0								4		
5	5	16	16	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	75					4		
5	5	18	18	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	76							
5	5	16	16	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	77					6		
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	78					6		
5	5	17	17	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	79					6		
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	80					6		
5	5	18	18	1.5	1/2	1/2	Chord	4/4	1	2	3/8	1/4	3/2	81							
5	5	16	16	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	82					5		
5	5	18	18	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	83							
6	6	20	20	0.0	0	0	Dynamic	4/4	1	1	0				pp						
6	6	20	20	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	84					7		
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	85					7		
6	6	21	21	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	86					7		
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	87					7		
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	88					7		
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	89					7		
6	6	41/2	41/2	1.5	1/8	1/8	Chord	4/4	1	2	3/8	1/4	3/2	90							
6	6	22	22	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	91							
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	92							
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	93							
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	94							
6	6	20	20	1.0	0	0	Chord	4/4	1	3	1/4	1/4	1	95							
6	6	41/2	41/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	96							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	97							
6	6	45/2	45/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	98							
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	99							
7	7	24	24	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	100					8		
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	101					8		
7	7	25	25	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	102					8		
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	103					8		
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	104					8		
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	105					8		
7	7	49/2	49/2	1.5	1/8	1/8	Chord	4/4	1	2	3/8	1/4	3/2	106							
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	107							
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	108							
7	7	27	27	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	109							
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	110							
7	7	24	24	1.0	0	0	Chord	4/4	1	3	1/4	1/4	1	111							
7	7	49/2	49/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	112							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	113							
7	7	53/2	53/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	114							
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	115							
8	8	28	28	0.0	0	0	Spanner	4/4	1	1	0										1
8	8	28	28	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	116					9		1
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	117					9		1
8	8	29	29	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	118					9		1
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	119					9		1
8	8	30	30	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	120		articTenutoAbove			9		1
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	121		articTenutoAbove			9		1
8	8	31	31	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	122		articTenutoAbove			9		1
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	123		articTenutoAbove					1
8	8	28	28	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	124							1
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	125							1
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	126							1
8	8	31	31	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	127							1
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	128							1
8	8	57/2	57/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	129							
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	130							
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	131							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	132							
9	9	32	32	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	133					10		1
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	134					10		1
9	9	33	33	0.0	1/4	1/4	Dynamic	4/4	1	1	0				f						
9	9	33	33	0.0	1/4	1/4	Spanner	4/4	1	1	0										
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	135					11		
9	9	34	34	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	136					11		
9	9	137/4	137/4	0.0	9/16	9/16	SystemText	4/4	1	1	0							dim. e ritard.	11		
9	9	137/4	137/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	137					11		
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	138					11		
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	139					11		
9	9	35	35	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	140					11		
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	141					11		
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	142					11		
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	143					11		
9	9	36	36	0.25	1	1	Chord	4/4	1	1	1/16	1/16	1	144					11		
9	9	145/4	145/4	0.25	17/16	17/16	Chord	4/4	1	1	1/16	1/16	1	145					11		
9	9	73/2	73/2	0.25	9/8	9/8	Chord	4/4	1	1	1/16	1/16	1	146					11		
9	9	147/4	147/4	0.25	19/16	19/16	Chord	4/4	1	1	1/16	1/16	1	147					11		
9	9	37	37	0.25	5/4	5/4	Chord	4/4	1	1	1/16	1/16	1	148					11		
9	9	149/4	149/4	0.25	21/16	21/16	Chord	4/4	1	1	1/16	1/16	1	149					11		
9	9	75/2	75/2	0.25	11/8	11/8	Chord	4/4	1	1	1/16	1/16	1	150		articTenutoAbove			11		
9	9	151/4	151/4	0.25	23/16	23/16	Chord	4/4	1	1	1/16	1/16	1	151		articTenutoAbove			11		
9	9	38	38	0.25	3/2	3/2	Chord	4/4	1	1	1/16	1/16	1	152		articTenutoAbove			11		
9	9	153/4	153/4	0.25	25/16	25/16	Chord	4/4	1	1	1/16	1/16	1	153		articTenutoAbove			11		
9	9	77/2	77/2	0.0	13/8	13/8	Dynamic	4/4	1	1	0				pp				11		
9	9	77/2	77/2	0.75	13/8	13/8	Chord	4/4	1	1	3/16	1/8	3/2	154					11		
9	9	157/4	157/4	0.25	29/16	29/16	Chord	4/4	1	1	1/16	1/16	1	155							
9	9	75/2	75/2	2.0	11/8	11/8	Chord	4/4	1	2	1/2	1/2	1	156							
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	157							
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	158							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	159					12		
9	9	34	34	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	160					12		
9	9	137/4	137/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	161					12		
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	162					12		
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	163					12		
9	9	35	35	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	164					12		
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	165					12		
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	166					12		
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	167					12		
9	9	36	36	0.25	1	1	Chord	4/4	2	1	1/16	1/16	1	168					12		
9	9	145/4	145/4	0.25	17/16	17/16	Chord	4/4	2	1	1/16	1/16	1	169					12		
9	9	73/2	73/2	0.25	9/8	9/8	Chord	4/4	2	1	1/16	1/16	1	170					12		
9	9	147/4	147/4	0.25	19/16	19/16	Chord	4/4	2	1	1/16	1/16	1	171					12		
9	9	37	37	0.25	5/4	5/4	Chord	4/4	2	1	1/16	1/16	1	172					12		
9	9	149/4	149/4	0.25	21/16	21/16	Chord	4/4	2	1	1/16	1/16	1	173					12		
9	9	75/2	75/2	0.25	11/8	11/8	Chord	4/4	2	1	1/16	1/16	1	174		articTenutoAbove			12		
9	9	151/4	151/4	0.25	23/16	23/16	Chord	4/4	2	1	1/16	1/16	1	175		articTenutoAbove			12		
9	9	38	38	0.5	3/2	3/2	Chord	4/4	2	1	1/8	1/8	1	176					12		
9	9	77/2	77/2	1.0	13/8	13/8	Chord	4/4	2	1	1/4	1/4	1	177					12		
9	9	77/2	77/2	0.75	13/8	13/8	Chord	4/4	2	2	3/16	1/8	3/2	178							
9	9	157/4	157/4	0.25	29/16	29/16	Chord	4/4	2	2	1/16	1/16	1	179							
10	10	79/2	79/2	0.0	0	0	StaffText	4/4	1	1	0						in tempo				
10	10	79/2	79/2	0.0	0	0	Dynamic	4/4	1	1	0				p						
10	10	79/2	79/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	180					13		
10	10	40	40	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	181					13		
10	10	81/2	81/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	182					13		
10	10	41	41	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	183					13		
10	10	83/2	83/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	184					13		
10	10	85/2	85/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	185					13		
10	10	40	40	1.5	1/8	1/8	Chord	4/4	1	2	3/8	1/4	3/2	186							
10	10	83/2	83/2	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	187							
10	10	42	42	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	188							
10	10	85/2	85/2	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	189							
10	10	43	43	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	190							
10	10	79/2	79/2	1.0	0	0	Chord	4/4	1	3	1/4	1/4	1	191							
10	10	79/2	79/2	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	192							
10	10	83/2	83/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	193							
10	10	85/2	85/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	194							
10	10	79/2	79/2	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	195					14		
10	10	81/2	81/2	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	196					14		
10	10	83/2	83/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	197					14		
10	10	85/2	85/2	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	198					14		
10	10	43	43	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	199							
11	11	87/2	87/2	0.0	0	0	StaffText	4/4	1	1	0						cresc.				
11	11	87/2	87/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	200					15		
11	11	44	44	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	201					15		
11	11	89/2	89/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	202					15		
11	11	45	45	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	203					15		
11	11	91/2	91/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	204					15		
11	11	93/2	93/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	205					15		
11	11	44	44	1.5	1/8	1/8	Chord	4/4	1	2	3/8	1/4	3/2	206							
11	11	91/2	91/2	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	207							
11	11	46	46	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	208							
11	11	93/2	93/2	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	209							
11	11	47	47	0.0	7/8	7/8	Spanner	4/4	1	2	0										2
11	11	47	47	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	210							2
11	11	87/2	87/2	1.0	0	0	Chord	4/4	1	3	1/4	1/4	1	211							2
11	11	87/2	87/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	212							
11	11	89/2	89/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	213							
11	11	91/2	91/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	214							
11	11	93/2	93/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	215							
11	11	87/2	87/2	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	216					16		
11	11	91/2	91/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	217					16		
11	11	93/2	93/2	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	218					16		
11	11	47	47	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	219							
12	12	95/2	95/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	220							2
12	12	48	48	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	221					17		
12	12	97/2	97/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	222					17		
12	12	49	49	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	223					17		
12	12	99/2	99/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	224					17		
12	12	50	50	0.0	5/8	5/8	Dynamic	4/4	1	1	0				f				17		
12	12	50	50	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	225					17		
12	12	101/2	101/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	226					17		
12	12	51	51	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	227					17		
12	12	48	48	0.0	1/8	1/8	Spanner	4/4	1	2	0										
12	12	48	48	1.5	1/8	1/8	Chord	4/4	1	2	3/8	1/4	3/2	228							
12	12	99/2	99/2	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	229							
12	12	50	50	1.0	5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	230							
12	12	51	51	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	231							
12	12	95/2	95/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	232							
