mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur	decrescendo_hairpin	crescendo_hairpin
14	14	111/2	111/2	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	265							
14	14	115/2	115/2	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	266							
15	15	119/2	119/2	0.0	0	0	Spanner	4/4	1	1	0								19	1	
15	15	119/2	119/2	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	267					19	1	
15	15	121/2	121/2	0.2	1/4	1/4	Chord	4/4	1	1	1/20	1/16	4/5	268					19	1	
15	15	607/10	607/10	0.2	3/10	3/10	Chord	4/4	1	1	1/20	1/16	4/5	269					19	1	
15	15	609/10	609/10	0.2	7/20	7/20	Chord	4/4	1	1	1/20	1/16	4/5	270					19	1	
15	15	611/10	611/10	0.2	2/5	2/5	Chord	4/4	1	1	1/20	1/16	4/5	271					19	1	
15	15	613/10	613/10	0.2	9/20	9/20	Chord	4/4	1	1	1/20	1/16	4/5	272					19	1	
15	15	123/2	123/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0				ppp					1	
15	15	123/2	123/2	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	273						1	
15	15	127/2	127/2	0.0	1	1	Spanner	4/4	1	1	0										
15	15	119/2	119/2	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	274							
15	15	121/2	121/2	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	275							
15	15	125/2	125/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	276							
15	15	119/2	119/2	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	277							
15	15	121/2	121/2	3.0	1/4	1/4	Chord	4/4	2	2	3/4	1/2	3/2	278							
